threshold,true_positive,false_positive,false_negative,true_negative,sensitivity,specificity,false_alarm_rate,precision,negative_predictive_value,alert_rate,balanced_accuracy,youden_j
0.34052014350891113,115,501,0,152,1.0,0.2327718223583461,0.7672281776416539,0.18668831168831168,1.0,0.8020833333333334,0.6163859111791731,0.23277182235834615
0.34057289361953735,115,500,0,153,1.0,0.2343032159264931,0.7656967840735069,0.18699186991869918,1.0,0.80078125,0.6171516079632465,0.23430321592649306
0.34061771631240845,115,499,0,154,1.0,0.23583460949464014,0.7641653905053599,0.18729641693811075,1.0,0.7994791666666666,0.6179173047473201,0.2358346094946402
0.3418697118759155,115,498,0,155,1.0,0.23736600306278713,0.7626339969372129,0.18760195758564438,1.0,0.7981770833333334,0.6186830015313936,0.2373660030627871
0.34206047654151917,115,497,0,156,1.0,0.23889739663093415,0.7611026033690659,0.18790849673202614,1.0,0.796875,0.6194486983154671,0.23889739663093423
0.34363624453544617,115,496,0,157,1.0,0.24042879019908117,0.7595712098009189,0.18821603927986907,1.0,0.7955729166666666,0.6202143950995406,0.24042879019908114
0.3438563942909241,115,495,0,158,1.0,0.24196018376722817,0.7580398162327718,0.1885245901639344,1.0,0.7942708333333334,0.6209800918836141,0.24196018376722828
0.34467312693595886,115,494,0,159,1.0,0.2434915773353752,0.7565084226646248,0.18883415435139572,1.0,0.79296875,0.6217457886676876,0.2434915773353752
0.3447754979133606,115,493,0,160,1.0,0.2450229709035222,0.7549770290964778,0.18914473684210525,1.0,0.7916666666666666,0.622511485451761,0.2450229709035221
0.3452140986919403,115,492,0,161,1.0,0.24655436447166923,0.7534456355283308,0.18945634266886327,1.0,0.7903645833333334,0.6232771822358346,0.24655436447166923
0.34774667024612427,115,491,0,162,1.0,0.24808575803981622,0.7519142419601837,0.18976897689768976,1.0,0.7890625,0.6240428790199081,0.24808575803981614
0.3479631543159485,115,490,0,163,1.0,0.24961715160796324,0.7503828483920367,0.19008264462809918,1.0,0.7877604166666666,0.6248085758039816,0.24961715160796327
0.34893423318862915,115,489,0,164,1.0,0.25114854517611024,0.7488514548238897,0.19039735099337748,1.0,0.7864583333333334,0.6255742725880551,0.2511485451761102
0.3490216135978699,115,488,0,165,1.0,0.25267993874425726,0.7473200612557427,0.19071310116086235,1.0,0.78515625,0.6263399693721287,0.2526799387442573
0.3500165045261383,115,487,0,166,1.0,0.2542113323124043,0.7457886676875957,0.19102990033222592,1.0,0.7838541666666666,0.6271056661562021,0.2542113323124042
